# Species	Genes	Alg.-Conn.	Pb_filNoH.faa	Pc_filNoH.faa	Pf_filNoH.faa	Pk_filNoH.faa	Pv_filNoH.faa	Py_filNoH.faa	Tg_filNoH.faa	h_tartakovskyi_filteredNoH.faa
6	6	0.152	2397_g	2020_g	143_g	2058_g	*	1071_g	*	2565_g
6	6	0.152	2593_g	1238_g	1798_g	1284_g	1219_g	604_g	*	*
6	6	0.152	2678_g	2679_g	696_g	2753_g	2652_g	763_g	*	*
6	6	0.152	2716_g	1945_g	71_g	*	1907_g	1006_g	*	618_g
6	6	0.152	2903_g	4287_g	3847_g	*	4294_g	2920_g	*	3510_g
6	6	0.152	2995_g	3295_g	905_g	3363_g	3274_g	*	*	2946_g
6	6	0.152	3073_g	2867_g	5001_g	2944_g	2836_g	2767_g	*	*
6	6	0.152	3245_g	2042_g	164_g	2081_g	1999_g	1092_g	*	*
6	6	0.152	3327_g	697_g	*	724_g	676_g	96_g	*	857_g
6	6	0.152	3691_g	1375_g	1667_g	1421_g	*	4785_g	*	507_g
6	6	0.152	3867_g	*	4103_g	3947_g	3856_g	2202_g	*	1800_g
6	6	0.152	4068_g	3959_g	4198_g	4050_g	3956_g	2107_g	*	*
6	6	0.152	4139_g	3628_g	3278_g	3712_g	3665_g	3106_g	*	*
6	6	0.152	4353_g	3191_g	4799_g	3264_g	3168_g	4126_g	*	*
6	6	0.152	651_g	3735_g	3976_g	3814_g	3732_g	2970_g	*	*
6	6	0.152	6603_g	3299_g	900_g	3368_g	3278_g	3235_g	*	*
6	6	0.152	6697_g	1766_g	1409_g	1812_g	1737_g	2507_g	*	*
6	6	0.149	*	1613_g	1560_g	1674_g	1588_g	2654_g	*	1182_g
6	6	0.149	*	1771_g	1403_g	1818_g	1742_g	2501_g	*	2246_g
6	6	0.149	*	185_g	4559_g	196_g	179_g	4363_g	5866_g	*
6	6	0.149	*	2310_g	2297_g	2375_g	2267_g	1359_g	*	731_g
6	6	0.149	*	698_g	3472_g	725_g	677_g	95_g	*	858_g
6	6	0.149	1113_g	819_g	454_g	*	804_g	205_g	*	1713_g
6	6	0.149	2188_g	420_g	*	430_g	405_g	1700_g	*	2789_g
6	6	0.149	2647_g	2034_g	156_g	2073_g	1991_g	1084_g	*	*
6	6	0.149	2684_g	954_g	319_g	986_g	939_g	323_g	*	*
6	6	0.149	3067_g	2000_g	127_g	2041_g	1959_g	1057_g	*	*
6	6	0.149	3402_g	2578_g	1062_g	2649_g	2551_g	2327_g	*	*
6	6	0.149	3456_g	1878_g	1302_g	1919_g	1842_g	2409_g	*	*
6	6	0.149	345_g	3907_g	4146_g	3988_g	3901_g	*	*	882_g
6	6	0.149	4321_g	607_g	3566_g	624_g	581_g	4309_g	*	*
6	6	0.149	6883_g	4425_g	2580_g	4530_g	4428_g	4026_g	*	*
6	6	0.149	860_g	4830_g	2973_g	4936_g	4822_g	3646_g	*	*
6	6	0.149	868_g	3210_g	*	3284_g	3184_g	4111_g	*	833_g
6	6	0.148	*	4081_g	3051_g	4172_g	4098_g	3528_g	*	3386_g
6	6	0.148	143_g	3654_g	*	3739_g	3640_g	3081_g	*	2420_g
6	6	0.148	1869_g	1170_g	1862_g	*	1152_g	538_g	*	166_g
6	6	0.148	1957_g	1448_g	2051_g	1494_g	1425_g	4079_g	*	*
6	6	0.148	2617_g	1148_g	1881_g	1191_g	1132_g	512_g	*	*
6	6	0.148	271_g	3256_g	943_g	3322_g	3236_g	3196_g	*	*
6	6	0.148	2741_g	3290_g	910_g	3358_g	3270_g	3226_g	*	*
6	6	0.148	2794_g	3977_g	*	4073_g	3980_g	2083_g	*	2809_g
6	6	0.148	3028_g	2899_g	5033_g	2976_g	2867_g	2738_g	*	*
6	6	0.148	3115_g	4215_g	*	4319_g	4226_g	646_g	*	2482_g
6	6	0.148	4144_g	*	3578_g	611_g	569_g	4296_g	*	155_g
6	6	0.148	6627_g	4637_g	2792_g	4747_g	4640_g	3827_g	*	*
6	6	0.148	6941_g	4165_g	3125_g	4262_g	4179_g	3609_g	*	*
6	6	0.148	885_g	3574_g	3227_g	3659_g	3714_g	3154_g	*	*
6	6	0.147	*	1049_g	228_g	1082_g	1029_g	411_g	*	1606_g
6	6	0.147	*	1506_g	2108_g	1553_g	1482_g	3314_g	*	2018_g
6	6	0.147	1242_g	646_g	3528_g	664_g	620_g	772_g	*	*
6	6	0.147	1685_g	1666_g	1510_g	1723_g	*	2605_g	*	210_g
6	6	0.147	1873_g	1826_g	1351_g	*	1792_g	2455_g	*	3301_g
6	6	0.147	1904_g	4247_g	3882_g	4363_g	4257_g	2313_g	*	*
6	6	0.147	2184_g	2059_g	183_g	2104_g	2018_g	1111_g	*	*
6	6	0.147	2432_g	3777_g	4017_g	3855_g	3773_g	2288_g	*	*
6	6	0.147	287_g	3829_g	4066_g	3910_g	3820_g	2240_g	*	*
6	6	0.147	6881_g	2380_g	2366_g	*	2337_g	1427_g	*	3138_g
6	6	0.127	*	244_g	4502_g	261_g	233_g	4420_g	*	1537_g
6	6	0.127	*	2575_g	1059_g	2645_g	2548_g	2330_g	*	504_g
6	6	0.127	*	2789_g	4331_g	2863_g	2766_g	1913_g	*	768_g
6	6	0.127	*	2806_g	1239_g	2882_g	2781_g	1897_g	*	41_g
6	6	0.127	*	3132_g	4849_g	3206_g	3104_g	4174_g	*	3540_g
6	6	0.127	*	3308_g	890_g	3378_g	3288_g	3245_g	*	1695_g
6	6	0.127	*	339_g	642_g	344_g	328_g	1775_g	*	745_g
6	6	0.127	*	3771_g	4011_g	3849_g	3767_g	2293_g	*	2882_g
6	6	0.127	*	3782_g	4022_g	3863_g	3778_g	2283_g	*	2609_g
6	6	0.127	*	4102_g	3070_g	4195_g	4119_g	3550_g	*	2689_g
6	6	0.127	*	4267_g	3864_g	4384_g	4276_g	2296_g	*	1719_g
6	6	0.127	*	4440_g	2596_g	4547_g	4445_g	4011_g	*	1159_g
6	6	0.127	*	464_g	524_g	473_g	447_g	1660_g	*	266_g
6	6	0.127	*	67_g	4675_g	75_g	62_g	869_g	*	3099_g
6	6	0.127	1040_g	1561_g	1610_g	1614_g	1540_g	*	*	3477_g
6	6	0.127	1064_g	812_g	461_g	848_g	797_g	198_g	*	*
6	6	0.127	1168_g	691_g	3480_g	717_g	668_g	103_g	*	*
6	6	0.127	1256_g	4114_g	3081_g	4210_g	4131_g	3563_g	*	*
6	6	0.127	228_g	3424_g	5115_g	3503_g	3421_g	4570_g	*	*
6	6	0.127	2496_g	1112_g	1919_g	1148_g	1094_g	475_g	*	*
6	6	0.127	2514_g	3844_g	4083_g	3926_g	3835_g	*	*	435_g
6	6	0.127	2721_g	3284_g	*	3348_g	3262_g	3220_g	*	3217_g
6	6	0.127	2724_g	2322_g	2309_g	2390_g	2281_g	1372_g	*	*
6	6	0.127	2867_g	3345_g	854_g	3416_g	3325_g	4505_g	*	*
6	6	0.127	2874_g	2360_g	2348_g	*	2318_g	1409_g	*	3443_g
6	6	0.127	3117_g	1385_g	*	1431_g	1360_g	4795_g	*	2887_g
6	6	0.127	3908_g	*	2065_g	1507_g	1439_g	4092_g	*	2853_g
6	6	0.127	4072_g	1084_g	1949_g	1117_g	1064_g	444_g	*	*
6	6	0.127	4183_g	1147_g	1882_g	1190_g	1131_g	511_g	*	*
6	6	0.127	4275_g	1154_g	1875_g	1197_g	1137_g	518_g	*	*
6	6	0.127	4441_g	466_g	523_g	475_g	448_g	1659_g	*	*
6	6	0.127	4451_g	131_g	4613_g	144_g	124_g	808_g	*	*
6	6	0.127	506_g	3151_g	4832_g	3226_g	3125_g	4157_g	*	*
6	6	0.127	5105_g	3767_g	*	3845_g	3763_g	2938_g	*	1656_g
6	6	0.127	5525_g	1096_g	1937_g	*	1076_g	457_g	*	518_g
6	6	0.127	638_g	3364_g	839_g	3443_g	*	4518_g	*	2073_g
6	6	0.127	6398_g	2940_g	5072_g	3017_g	*	3374_g	*	977_g
6	6	0.127	6453_g	4282_g	3851_g	*	4290_g	2924_g	6636_g	*
6	6	0.127	6593_g	1676_g	1500_g	1734_g	1649_g	2594_g	*	*
6	6	0.127	7080_g	1792_g	1383_g	1836_g	1762_g	2483_g	*	*
6	6	0.127	768_g	3370_g	833_g	3449_g	3354_g	4524_g	*	*
6	6	0.122	*	3988_g	4230_g	4084_g	3990_g	2075_g	*	1824_g
6	6	0.122	122_g	112_g	4632_g	122_g	*	826_g	*	3220_g
6	6	0.122	2436_g	966_g	307_g	998_g	951_g	333_g	*	*
6	6	0.122	277_g	1231_g	1805_g	1277_g	1212_g	596_g	*	*
6	6	0.122	3049_g	1770_g	*	1817_g	1741_g	2503_g	*	2537_g
6	6	0.122	3293_g	2053_g	176_g	2096_g	*	1104_g	*	2183_g
6	6	0.122	3575_g	4653_g	2806_g	4761_g	4653_g	3812_g	*	*
6	6	0.122	3845_g	2027_g	150_g	2066_g	1984_g	1078_g	*	*
6	6	0.122	4076_g	4803_g	2947_g	4910_g	4798_g	3669_g	*	*
6	6	0.122	6505_g	996_g	277_g	1028_g	980_g	362_g	*	*
6	6	0.122	650_g	3736_g	3977_g	3815_g	3733_g	2969_g	*	*
6	6	0.122	655_g	562_g	3610_g	*	539_g	1567_g	*	784_g
6	6	0.122	6811_g	534_g	3636_g	548_g	513_g	1592_g	*	*
6	6	0.12	*	3367_g	835_g	3446_g	3351_g	4522_g	*	1578_g
6	6	0.12	*	4227_g	3902_g	4330_g	4236_g	657_g	*	387_g
6	6	0.12	*	4669_g	2822_g	4778_g	4668_g	3790_g	*	2637_g
6	6	0.12	1238_g	1481_g	2085_g	1530_g	1459_g	3295_g	*	*
6	6	0.12	2627_g	2495_g	2490_g	2569_g	2458_g	1540_g	*	*
6	6	0.12	2638_g	2061_g	185_g	2106_g	2020_g	1113_g	*	*
6	6	0.12	2710_g	2742_g	4382_g	2810_g	2714_g	1960_g	*	*
6	6	0.12	3118_g	978_g	296_g	1009_g	962_g	*	*	1254_g
6	6	0.12	3427_g	1874_g	1306_g	*	1838_g	2413_g	*	573_g
6	6	0.12	3646_g	2166_g	2149_g	4200_g	*	1216_g	*	2570_g
6	6	0.12	6924_g	2254_g	2239_g	*	2212_g	1304_g	*	1312_g
6	6	0.12	821_g	2309_g	2296_g	*	2266_g	1360_g	*	733_g
6	6	0.116	*	2130_g	790_g	2181_g	2087_g	1181_g	*	2611_g
6	6	0.116	*	24_g	4717_g	31_g	21_g	909_g	*	1362_g
6	6	0.116	*	4186_g	3143_g	4283_g	4198_g	619_g	*	1888_g
6	6	0.116	1006_g	3925_g	4166_g	4010_g	3921_g	*	*	1463_g
6	6	0.116	1025_g	1469_g	2074_g	1516_g	1448_g	*	*	1374_g
6	6	0.116	1480_g	1144_g	1885_g	1187_g	1127_g	508_g	*	*
6	6	0.116	1501_g	4265_g	3866_g	4382_g	4274_g	2298_g	*	*
6	6	0.116	1699_g	2093_g	*	2138_g	2049_g	1143_g	*	1406_g
6	6	0.116	191_g	4616_g	2772_g	4727_g	4620_g	3847_g	*	*
6	6	0.116	261_g	3478_g	5170_g	3559_g	3473_g	3001_g	*	*
6	6	0.116	2907_g	728_g	3441_g	758_g	707_g	65_g	*	*
6	6	0.116	3006_g	1684_g	1492_g	*	1657_g	2586_g	*	2793_g
6	6	0.116	3030_g	2901_g	5035_g	2978_g	2869_g	2736_g	*	*
6	6	0.116	3063_g	1996_g	121_g	2036_g	1955_g	1053_g	*	*
6	6	0.116	3163_g	744_g	3426_g	779_g	720_g	51_g	*	*
6	6	0.116	3287_g	3787_g	4026_g	3868_g	3783_g	2280_g	*	*
6	6	0.116	3475_g	1934_g	61_g	1971_g	1897_g	995_g	*	*
6	6	0.116	3699_g	*	806_g	2163_g	2072_g	1166_g	*	3237_g
6	6	0.116	630_g	1624_g	1550_g	1685_g	1599_g	2643_g	*	*
6	6	0.116	6395_g	1119_g	1911_g	1158_g	1101_g	483_g	*	*
6	6	0.11	*	3462_g	5148_g	3540_g	3456_g	3019_g	*	3481_g
6	6	0.11	1563_g	1015_g	260_g	1049_g	996_g	378_g	*	*
6	6	0.11	2387_g	715_g	3455_g	740_g	693_g	78_g	*	*
6	6	0.11	3161_g	582_g	3589_g	598_g	559_g	4285_g	*	*
6	6	0.11	3651_g	300_g	4462_g	308_g	289_g	4460_g	*	*
6	6	0.11	3773_g	2431_g	2424_g	2501_g	2388_g	1476_g	*	*
6	6	0.11	7175_g	4517_g	2677_g	4631_g	4525_g	3933_g	*	*
6	6	0.105	*	1276_g	1767_g	1320_g	1254_g	4689_g	*	1524_g
6	6	0.105	*	1365_g	1677_g	1412_g	1341_g	4775_g	*	2798_g
6	6	0.105	*	4087_g	3056_g	4180_g	4104_g	3534_g	*	2634_g
6	6	0.105	1877_g	2391_g	2377_g	2465_g	2348_g	1438_g	*	*
6	6	0.105	2069_g	3581_g	3234_g	3665_g	*	3146_g	*	535_g
6	6	0.105	2384_g	2643_g	731_g	2716_g	2620_g	729_g	*	*
6	6	0.105	265_g	2630_g	743_g	2704_g	2607_g	*	*	1092_g
6	6	0.105	2735_g	4482_g	2639_g	4595_g	4489_g	3969_g	*	*
6	6	0.105	3041_g	2537_g	2513_g	2603_g	2511_g	2368_g	*	*
6	6	0.105	3056_g	4789_g	2934_g	4896_g	4785_g	3683_g	*	*
6	6	0.105	3085_g	2210_g	2192_g	2270_g	2166_g	1260_g	*	*
6	6	0.105	3484_g	2885_g	*	2962_g	2854_g	2750_g	*	2628_g
6	6	0.105	3938_g	2645_g	727_g	2722_g	2623_g	732_g	*	*
6	6	0.105	5114_g	4613_g	2769_g	4724_g	4617_g	3850_g	*	*
6	6	0.105	5212_g	2502_g	2496_g	2579_g	2464_g	*	*	3538_g
6	6	0.105	5464_g	2354_g	2341_g	2421_g	*	1402_g	*	2801_g
6	6	0.105	552_g	1249_g	1791_g	1295_g	*	4664_g	*	214_g
6	6	0.105	6367_g	3595_g	3247_g	3680_g	3694_g	3133_g	*	*
6	6	0.105	6470_g	4127_g	3091_g	4226_g	4143_g	3574_g	*	*
6	6	0.105	6754_g	1852_g	1326_g	1893_g	1818_g	2433_g	*	*
6	6	0.105	6795_g	887_g	389_g	923_g	868_g	265_g	*	*
6	6	0.105	7174_g	*	2676_g	4630_g	4524_g	3934_g	*	2358_g
6	6	0.105	76_g	2778_g	4342_g	2852_g	2752_g	1922_g	*	*
6	6	0.105	820_g	212_g	4536_g	224_g	201_g	4385_g	*	*
6	6	0.105	903_g	395_g	588_g	404_g	*	1721_g	*	1066_g
6	6	0.0976	*	1449_g	2053_g	1495_g	1426_g	4080_g	*	1434_g
6	6	0.0976	*	388_g	595_g	396_g	378_g	1728_g	*	2107_g
6	6	0.0976	*	989_g	285_g	1020_g	973_g	354_g	*	2683_g
6	6	0.0976	1132_g	693_g	*	719_g	670_g	101_g	*	298_g
6	6	0.0976	1680_g	3331_g	867_g	3403_g	3310_g	4491_g	*	*
6	6	0.0976	2085_g	1336_g	1705_g	*	1316_g	4750_g	*	633_g
6	6	0.0976	2902_g	4377_g	*	4489_g	4386_g	2830_g	*	3351_g
6	6	0.0976	3104_g	756_g	3414_g	*	732_g	39_g	*	1208_g
6	6	0.0976	3571_g	3952_g	4190_g	4038_g	3946_g	2116_g	*	*
6	6	0.0976	3810_g	4058_g	3029_g	4151_g	4077_g	3507_g	*	*
6	6	0.0976	4101_g	429_g	556_g	439_g	414_g	1692_g	*	*
6	6	0.0976	4178_g	3640_g	3290_g	3724_g	3653_g	3093_g	*	*
6	6	0.0976	6540_g	4257_g	*	4374_g	4267_g	2305_g	*	926_g
6	6	0.0976	7054_g	4141_g	3103_g	4239_g	4155_g	3587_g	*	*
6	6	0.081	*	1045_g	232_g	1078_g	1025_g	407_g	*	3322_g
6	6	0.081	*	233_g	4513_g	249_g	221_g	4408_g	*	2491_g
6	6	0.081	*	3917_g	4158_g	4003_g	3913_g	2147_g	*	3152_g
6	6	0.081	*	4078_g	3048_g	4169_g	4095_g	3525_g	*	1086_g
6	6	0.081	*	4711_g	2864_g	4824_g	4712_g	3751_g	*	2389_g
6	6	0.081	*	4792_g	2936_g	4898_g	4788_g	3680_g	*	1920_g
6	6	0.081	1053_g	2906_g	5041_g	2984_g	2876_g	2729_g	*	*
6	6	0.081	1493_g	2355_g	2342_g	*	2312_g	1403_g	*	2800_g
6	6	0.081	2792_g	3975_g	4219_g	4071_g	3978_g	2085_g	*	*
6	6	0.081	2832_g	3750_g	3991_g	3828_g	3746_g	2956_g	*	*
6	6	0.081	290_g	869_g	407_g	*	849_g	248_g	*	2836_g
6	6	0.081	3062_g	413_g	570_g	424_g	400_g	1705_g	*	*
6	6	0.081	3294_g	2054_g	177_g	2097_g	2012_g	1105_g	*	*
6	6	0.081	3412_g	1476_g	2080_g	1522_g	1454_g	3290_g	*	*
6	6	0.081	3432_g	1869_g	1309_g	1911_g	1834_g	2416_g	*	*
6	6	0.081	3538_g	1626_g	1548_g	1687_g	1601_g	2641_g	*	*
6	6	0.081	3921_g	1408_g	1635_g	1452_g	1384_g	4816_g	*	*
6	6	0.081	4005_g	4489_g	2648_g	4603_g	4496_g	3961_g	*	*
6	6	0.081	4006_g	3130_g	4851_g	3204_g	*	4176_g	*	2930_g
6	6	0.081	4207_g	2547_g	1030_g	2613_g	2521_g	2358_g	*	*
6	6	0.081	4319_g	4433_g	2588_g	4538_g	4436_g	4019_g	*	*
6	6	0.081	4326_g	1531_g	2132_g	*	1509_g	3338_g	*	2815_g
6	6	0.081	4345_g	31_g	4708_g	38_g	28_g	902_g	*	*
6	6	0.081	4937_g	4737_g	*	4848_g	4738_g	3728_g	*	2207_g
6	6	0.081	54_g	165_g	4579_g	176_g	159_g	4344_g	*	*
6	6	0.081	577_g	4599_g	*	4711_g	4604_g	*	1875_g	1335_g
6	6	0.081	6471_g	4126_g	3090_g	4225_g	4142_g	3573_g	*	*
6	6	0.081	6530_g	4598_g	2756_g	4710_g	4603_g	3863_g	*	*
6	6	0.081	6573_g	1102_g	1929_g	1138_g	1084_g	465_g	*	*
6	6	0.081	6650_g	2041_g	163_g	2080_g	*	1091_g	*	1233_g
6	6	0.081	6665_g	986_g	288_g	1017_g	970_g	351_g	*	*
6	6	0.081	666_g	1784_g	1391_g	1828_g	1754_g	2490_g	*	*
6	6	0.081	6686_g	215_g	4533_g	228_g	204_g	4388_g	*	*
6	6	0.081	6721_g	2300_g	2287_g	2366_g	*	1351_g	*	334_g
6	6	0.081	6745_g	2365_g	2354_g	*	2325_g	1415_g	*	1252_g
6	6	0.081	6749_g	223_g	4523_g	237_g	212_g	4398_g	*	*
6	6	0.081	67_g	1788_g	1387_g	1832_g	1758_g	2487_g	*	*
6	6	0.081	6848_g	492_g	3679_g	503_g	472_g	1633_g	*	*
6	6	0.081	929_g	449_g	539_g	459_g	432_g	1675_g	*	*
6	6	0.0731	*	1384_g	1658_g	1430_g	1359_g	4794_g	*	1048_g
6	6	0.0731	*	2489_g	2484_g	2563_g	2452_g	1534_g	*	2224_g
6	6	0.0731	*	2587_g	1072_g	2660_g	2562_g	675_g	*	726_g
6	6	0.0731	*	3078_g	4902_g	3147_g	3052_g	4225_g	*	3398_g
6	6	0.0731	*	4066_g	3035_g	4158_g	4084_g	3514_g	*	610_g
6	6	0.0731	*	4143_g	3105_g	4241_g	4157_g	3589_g	*	1283_g
6	6	0.0731	*	4679_g	2832_g	4788_g	4678_g	3781_g	*	896_g
6	6	0.0731	*	906_g	367_g	944_g	888_g	283_g	*	2069_g
6	6	0.0731	1248_g	1667_g	1509_g	1724_g	1640_g	*	*	209_g
6	6	0.0731	1374_g	1211_g	*	1257_g	1193_g	577_g	*	675_g
6	6	0.0731	1804_g	3032_g	1213_g	3102_g	2985_g	3459_g	*	*
6	6	0.0731	2064_g	1521_g	2121_g	1567_g	1498_g	3326_g	*	*
6	6	0.0731	2365_g	3453_g	5140_g	3531_g	*	4600_g	*	1121_g
6	6	0.0731	2535_g	3546_g	3198_g	3626_g	3553_g	1815_g	*	*
6	6	0.0731	3027_g	2857_g	4990_g	2932_g	2826_g	2775_g	*	*
6	6	0.0731	3107_g	753_g	3417_g	789_g	729_g	42_g	*	*
6	6	0.0731	338_g	2766_g	4355_g	2835_g	*	1936_g	*	2315_g
6	6	0.0731	3397_g	904_g	369_g	*	886_g	281_g	*	3004_g
6	6	0.0731	3400_g	*	1060_g	2646_g	2549_g	2329_g	*	2752_g
6	6	0.0731	3441_g	2002_g	129_g	2044_g	1962_g	1059_g	*	*
6	6	0.0731	3726_g	*	392_g	919_g	864_g	262_g	*	14_g
6	6	0.0731	4341_g	2085_g	1110_g	2128_g	2041_g	1134_g	*	*
6	6	0.0731	5111_g	68_g	*	76_g	63_g	868_g	*	3491_g
6	6	0.0731	5514_g	2571_g	1056_g	2643_g	2547_g	2333_g	*	*
6	6	0.0731	6463_g	805_g	467_g	842_g	791_g	192_g	*	*
6	6	0.0731	6488_g	*	36_g	1944_g	1872_g	970_g	*	3273_g
6	6	0.0731	6874_g	4537_g	2698_g	4650_g	4546_g	3916_g	*	*
6	6	0.0688	*	2305_g	2291_g	2370_g	2262_g	1355_g	*	337_g
6	6	0.0688	*	3664_g	3312_g	3749_g	3631_g	3070_g	*	671_g
6	6	0.0688	*	593_g	3579_g	608_g	568_g	4295_g	*	156_g
6	6	0.0688	114_g	1127_g	1904_g	1167_g	1109_g	491_g	*	*
6	6	0.0688	1156_g	*	4919_g	3128_g	3033_g	4243_g	*	3038_g
6	6	0.0688	1755_g	*	1848_g	1229_g	1166_g	550_g	*	2848_g
6	6	0.0688	1815_g	1512_g	2114_g	1559_g	1488_g	3319_g	*	*
6	6	0.0688	2207_g	3278_g	923_g	3342_g	3256_g	*	*	1844_g
6	6	0.0688	2416_g	1457_g	2060_g	1502_g	1434_g	4088_g	*	*
6	6	0.0688	2437_g	967_g	306_g	999_g	952_g	334_g	*	*
6	6	0.0688	2451_g	2469_g	2461_g	2541_g	2428_g	1511_g	*	*
6	6	0.0688	2546_g	1677_g	1499_g	*	1650_g	2593_g	*	2936_g
6	6	0.0688	3377_g	3113_g	4867_g	3185_g	*	4194_g	*	868_g
6	6	0.0688	3824_g	873_g	403_g	908_g	853_g	252_g	*	*
6	6	0.0688	4435_g	*	3892_g	4347_g	4247_g	668_g	*	229_g
6	6	0.0688	5088_g	793_g	479_g	1362_g	779_g	180_g	*	*
6	6	0.0688	5339_g	1495_g	2097_g	1542_g	1471_g	*	*	1388_g
6	6	0.0688	6867_g	2583_g	1068_g	2656_g	2558_g	671_g	*	*
6	6	0.0637	*	2070_g	195_g	2114_g	2028_g	1121_g	*	1127_g
6	6	0.0637	*	3280_g	921_g	3344_g	3258_g	3216_g	*	132_g
6	6	0.0637	*	3830_g	4067_g	3911_g	3821_g	2239_g	*	3393_g
6	6	0.0637	*	4490_g	2650_g	4605_g	4498_g	3959_g	*	1027_g
6	6	0.0637	*	4630_g	2785_g	4740_g	4633_g	3833_g	*	3606_g
6	6	0.0637	1080_g	3788_g	*	3869_g	3784_g	2279_g	*	1884_g
6	6	0.0637	1379_g	4621_g	*	4732_g	4625_g	3842_g	*	1452_g
6	6	0.0637	1392_g	2998_g	1178_g	3067_g	2951_g	3423_g	*	*
6	6	0.0637	1517_g	460_g	527_g	470_g	444_g	1663_g	*	*
6	6	0.0637	1818_g	963_g	310_g	*	948_g	330_g	*	2548_g
6	6	0.0637	2459_g	2945_g	1134_g	3021_g	2910_g	3378_g	*	*
6	6	0.0637	2877_g	4055_g	3026_g	4148_g	4074_g	3504_g	*	*
6	6	0.0637	2899_g	*	4394_g	2798_g	2702_g	1972_g	*	2735_g
6	6	0.0637	3128_g	4023_g	4262_g	4120_g	*	2039_g	*	91_g
6	6	0.0637	3207_g	3263_g	936_g	3329_g	3243_g	*	*	3046_g
6	6	0.0637	378_g	268_g	4481_g	286_g	256_g	4442_g	*	*
6	6	0.0637	3807_g	797_g	475_g	834_g	783_g	184_g	*	*
6	6	0.0637	4459_g	659_g	3514_g	678_g	633_g	136_g	*	*
6	6	0.0637	5352_g	3355_g	849_g	3429_g	3337_g	4509_g	*	*
6	6	0.0541	*	1134_g	1897_g	1176_g	1116_g	497_g	*	1190_g
6	6	0.0541	*	1169_g	1863_g	1211_g	1151_g	537_g	*	165_g
6	6	0.0541	*	1299_g	1742_g	1344_g	1279_g	4713_g	*	818_g
6	6	0.0541	*	1302_g	1739_g	1348_g	1282_g	4716_g	*	1635_g
6	6	0.0541	*	1559_g	1612_g	1612_g	1538_g	2704_g	*	1548_g
6	6	0.0541	*	1679_g	1497_g	1737_g	1652_g	2591_g	*	1916_g
6	6	0.0541	107_g	742_g	3428_g	777_g	718_g	53_g	*	*
6	6	0.0541	1471_g	4731_g	2883_g	4843_g	4733_g	3733_g	*	*
6	6	0.0541	1694_g	3711_g	3363_g	3800_g	3584_g	3027_g	*	*
6	6	0.0541	2004_g	4609_g	2765_g	4720_g	4613_g	3854_g	*	*
6	6	0.0541	2060_g	2381_g	2367_g	2455_g	2338_g	1428_g	*	*
6	6	0.0541	2068_g	3582_g	3235_g	3666_g	3706_g	3145_g	*	*
6	6	0.0541	219_g	4305_g	*	4408_g	4312_g	2901_g	*	1243_g
6	6	0.0541	253_g	*	82_g	1994_g	1917_g	1016_g	*	2705_g
6	6	0.0541	2544_g	4103_g	3071_g	4196_g	4120_g	3551_g	*	*
6	6	0.0541	2755_g	1441_g	2043_g	1487_g	1418_g	4073_g	*	*
6	6	0.0541	3173_g	3120_g	4861_g	3194_g	3092_g	4187_g	*	*
6	6	0.0541	3217_g	2361_g	2350_g	2428_g	2320_g	1411_g	*	*
6	6	0.0541	3220_g	4390_g	3742_g	4501_g	4397_g	2818_g	*	*
6	6	0.0541	3467_g	3660_g	3308_g	3745_g	3634_g	3075_g	*	*
6	6	0.0541	3613_g	2767_g	4354_g	2836_g	2740_g	1935_g	*	*
6	6	0.0541	4158_g	823_g	451_g	857_g	807_g	208_g	*	*
6	6	0.0541	4322_g	4153_g	3114_g	4251_g	4168_g	3598_g	*	*
6	6	0.0541	4848_g	4231_g	3898_g	4334_g	4240_g	661_g	*	*
6	6	0.0541	545_g	1275_g	1768_g	1319_g	*	4688_g	*	1525_g
6	6	0.0541	5531_g	3111_g	4869_g	3178_g	3084_g	4196_g	*	*
6	6	0.0541	6292_g	4608_g	2764_g	4719_g	4612_g	3855_g	*	*
6	6	0.0541	6418_g	4770_g	2917_g	4877_g	4768_g	3700_g	*	*
6	6	0.0541	6714_g	1189_g	1843_g	1234_g	1171_g	555_g	*	*
6	6	0.0541	6796_g	2540_g	1023_g	2606_g	2514_g	2365_g	*	*
6	6	0.0541	6854_g	2746_g	4378_g	2814_g	2718_g	1956_g	*	*
6	6	0.0541	6878_g	1659_g	1517_g	1717_g	1632_g	2611_g	*	*
6	6	0.0541	90_g	4570_g	2728_g	4682_g	4576_g	*	*	2311_g
6	6	0.0447	*	1300_g	1741_g	1345_g	1280_g	4714_g	*	819_g
6	6	0.0447	*	3281_g	920_g	3345_g	3259_g	3217_g	*	133_g
6	6	0.0447	1253_g	4553_g	2714_g	4668_g	4562_g	3901_g	*	*
6	6	0.0447	1303_g	2242_g	2227_g	2302_g	2199_g	1294_g	*	*
6	6	0.0447	1568_g	2491_g	2486_g	2565_g	2454_g	1536_g	*	*
6	6	0.0447	244_g	2078_g	203_g	2122_g	2035_g	1128_g	*	*
6	6	0.0447	2886_g	1079_g	1954_g	1112_g	*	439_g	*	812_g
6	6	0.0447	387_g	3899_g	4139_g	3981_g	3893_g	2167_g	*	*
6	6	0.0447	3883_g	1332_g	1709_g	1378_g	*	4746_g	*	2007_g
6	6	0.0447	4012_g	2478_g	2470_g	2550_g	2437_g	1519_g	*	*
6	6	0.0447	4231_g	3157_g	4827_g	3232_g	3131_g	4153_g	*	*
